id	aut	value1	value2	region	norm_region	country	country_code	city	address	source_description
3491:2004	3491	3491	2004							<ixp>Equinix SanJose
3491:2004	3491	3491	2004							<ixp>MAE-West SanJose
3491:2007	3491	3491	2007							<ixp>Equinix LA
3491:2009	3491	3491	2009							<ixp>Any2 Exchange LA
3491:3001	3491	3491	3001			United Kingdom		London		<ixp>LINX
3491:3001	3491	3491	3001							<ixp>XPE
3491:3002	3491	3491	3002			Germany	276			<ixp>DE-CIX
3491:3004	3491	3491	3004			Holand		Amsterdam		<ixp>AMSIX
3491:3006	3491	3491	3006			France		Paris		<ixp>PARIX
3491:4001	3491	3491	4001							<ixp>HKIX
3491:60040	3491	3491	60040							do not announce to AS174
3491:60041	3491	3491	60041							prepend 1x to AS174
3491:60042	3491	3491	60042							prepend 2x to AS174
3491:60043	3491	3491	60043							prepend 3x to AS174
3491:60130	3491	3491	60130							do not announce to AS7018
3491:60131	3491	3491	60131							prepend 1x to AS7018
491:60132	3491	491	60132							prepend 2x to AS7018
3491:60133	3491	3491	60133							prepend 3x to AS7018
3491:60060	3491	3491	60060							do not announce to AS209
3491:60061	3491	3491	60061							prepend 1x to AS209
3491:60062	3491	3491	60062							prepend 2x to AS209
3491:60063	3491	3491	60063							prepend 3x to AS209
3491:60090	3491	3491	60090							do not announce to AS19262
3491:60091	3491	3491	60091							prepend 1x to AS19262
3491:60092	3491	3491	60092							prepend 2x to AS19262
3491:60093	3491	3491	60093							prepend 3x to AS19262
6762:20099	6762	6762	20099							do not announce to <ixp>LINX
6762:20098	6762	6762	20098							do not announce to <ixp>AMSIX
6762:20097	6762	6762	20097							do not announce to <ixp>DECIX
6762:20096	6762	6762	20096							do not announce to <ixp>PAIX Palo Alto
6762:20095	6762	6762	20095							do not announce to <ixp>STHIX Stocholm
6762:20094	6762	6762	20094							do not announce to <ixp>EQUINIX Singapore
6762:20093	6762	6762	20093							do not announce to <ixp>EQUINIX Ashburn
6762:1090	6762	6762	1090							Set local preference to 90|<misc>(same as peering)
6762:1070	6762	6762	1070							Set local preference to 70|<misc>(lower than peering)
6762:1050	6762	6762	1050							Set local preference to 50|<misc>(backup route)
6762:30	6762	6762	30	Europe	Europe					<region>Europe
6762:31	6762	6762	31	North America	North America					<region>North America
6762:32	6762	6762	32	South America	South America					South America
6762:33	6762	6762	33	Asia	Asia					<region>Asia
6762:34	6762	6762	34	Africa	Africa					<region>Africa
6762:40	6762	6762	40							customer route
6762:12300	6762	6762	12300		Africa	Ghana		Accra		<city>Accra
6762:14950	6762	6762	14950		Europe	Germany		Hamburg		<city>Hamburg
6762:13100	6762	6762	13100		Europe	Belgium		Amsterdam		<city>Amsterdam
6762:10130	6762	6762	10130		North America	US		Ashburn		<city>Ashburn
6762:13000	6762	6762	13000		Europe	Greece		Athens		<city>Athens
6762:10110	6762	6762	10110		North America	US		Atlanta		<city>Atlanta
6762:13200	6762	6762	13200		Europe	Belgium		Brussels		<city>Bruxelles
6762:14000	6762	6762	14000		Europe	Romania		Bucarest		<city>Bucarest
6762:15400	6762	6762	15400		South America	Argentina		Buenos Aires		<city>Buenos Aires
6762:13930	6762	6762	13930		Europe	Italy		Catania		<city>Catania
6762:10190	6762	6762	10190		North America	US		Chicago		<city>Chicago
6762:10120	6762	6762	10120		North America	US		Dallas		<city>Dallas
6762:12550	6762	6762	12550		Africa	Tanzania		Dar Es Salaam		<city>Dar Es Salaam
6762:12500	6762	6762	12500		Africa	Djibouti		Djibouti		<city>Djibouti
6762:15580	6762	6762	15580		South America	Brazil		Fortaleza		<city>Fortaleza
6762:14900	6762	6762	14900		Europe	Germany		Frankfurt		<city>Frankfurt
6762:18500	6762	6762	18500		Asia	China		Hong Kong		<city>Hong Kong
6762:19000	6762	6762	19000		Asia	Turkey		Istambul		<city>Istanbul
6762:15100	6762	6762	15100		South America	Perù		Lima		<city>Lima
6762:14400	6762	6762	14400		Europe	UK		London		<city>London
6762:10140	6762	6762	10140		North America	US		Los Angeles		<city>Los Angeles
6762:13400	6762	6762	13400		Europe	Spain		Madrid		<city>Madrid
6762:13370	6762	6762	13370		Europe	France		Marseille		<city>Marseille
6762:10150	6762	6762	10150		North America	US		Miami		<city>Miami
6762:13900	6762	6762	13900		Europe	Italy		Milan		<city>Milano
6762:19100	6762	6762	19100		Asia	India		Mumbai		<city>Mumbai
6762:19680	6762	6762	19680		Asia	Oman		Muscat		<city>Muscat
6762:10100	6762	6762	10100		North America	US		Newark		<city>Newark/NYC
6762:13950	6762	6762	13950		Europe	Italy		Palermo		<city>Palermo
6762:10180	6762	6762	10180		North America	US		Palo Alto		<city>Palo Alto
6762:15070	6762	6762	15070		Central America	Panama		Panama		<city>Panama
6762:13300	6762	6762	13300		Europe	France		Paris		<city>Paris
6762:14200	6762	6762	14200		Europe	Czech Republic		Prague		<city>Prague
6762:15550	6762	6762	15550		South America	Brazil		Rio De Janeiro		<city>Rio De Janeiro
6762:13980	6762	6762	13980		Europe	Italy		Rome		<city>Roma
6762:15500	6762	6762	15500		South America	Brazil		Sao Paulo		<city>Sao Paulo
6762:15600	6762	6762	15600		South America	Chile		Santiago		<city>Santiago
6762:13590	6762	6762	13590		Europe	Bulgaria		Sofia		<city>Sofia
6762:16500	6762	6762	16500		Asia	Singapore		Singapore		<city>Singapore
6762:14600	6762	6762	14600		Europe	Sweden		Stockholm		<city>Stockolm
6762:14300	6762	6762	14300		Europe	Austria		Vienna		<city>Wien
6762:14100	6762	6762	14100		Europe	Switzerland		Zurich		<city>Zurich
1299:2000	1299	1299	2000							prepend 0x in Europe
1299:2001	1299	1299	2001							prepend 1x in Europe
1299:2002	1299	1299	2002							prepend 2x in Europe
1299:2003	1299	1299	2003							prepend 3x in Europe
1299:2009	1299	1299	2009							do not announce in Europe
1299:2500	1299	1299	2500							prepend 0x to AS1239
1299:2501	1299	1299	2501							prepend 1x to AS1239
1299:2502	1299	1299	2502							prepend 2x to AS1239
1299:2503	1299	1299	2503							prepend 3x to AS1239
1299:2509	1299	1299	2509							do not announce to AS1239
1299:2520	1299	1299	2520							prepend 0x to AS2914
1299:2521	1299	1299	2521							prepend 1x to AS2914
1299:2522	1299	1299	2522							prepend 2x to AS2914
1299:2523	1299	1299	2523							prepend 3x to AS2914
1299:2529	1299	1299	2529							do not announce to AS2914
1299:2530	1299	1299	2530							prepend 0x to AS6461
1299:2531	1299	1299	2531							prepend 1x to AS6461
1299:2532	1299	1299	2532							prepend 2x to AS6461
1299:2533	1299	1299	2533							prepend 3x to AS6461
1299:2539	1299	1299	2539							do not announce to AS6461
1299:2540	1299	1299	2540							prepend 0x to AS5511
1299:2541	1299	1299	2541							prepend 1x to AS5511
1299:2542	1299	1299	2542							prepend 2x to AS5511
1299:2543	1299	1299	2543							prepend 3x to AS5511
1299:2549	1299	1299	2549							do not announce to AS5511
1299:2560	1299	1299	2560							prepend 0x to AS3356
1299:2561	1299	1299	2561							prepend 1x to AS3356
1299:2562	1299	1299	2562							prepend 2x to AS3356
1299:2563	1299	1299	2563							prepend 3x to AS3356
1299:2569	1299	1299	2569							do not announce to AS3356
1299:2570	1299	1299	2570							prepend 0x to AS702
1299:2571	1299	1299	2571							prepend 1x to AS702
1299:2572	1299	1299	2572							prepend 2x to AS702
1299:2573	1299	1299	2573							prepend 3x to AS702
1299:2579	1299	1299	2579							do not announce to AS702
1299:2580	1299	1299	2580							prepend 0x to AS2686
1299:2581	1299	1299	2581							prepend 1x to AS2686
1299:2582	1299	1299	2582							prepend 2x to AS2686
1299:2583	1299	1299	2583							prepend 3x to AS2686
1299:2589	1299	1299	2589							do not announce to AS2686
1299:2590	1299	1299	2590							prepend 0x to AS12956
1299:2591	1299	1299	2591							prepend 1x to AS12956
1299:2592	1299	1299	2592							prepend 2x to AS12956
1299:2593	1299	1299	2593							prepend 3x to AS12956
1299:2599	1299	1299	2599							do not announce to AS12956
1299:2610	1299	1299	2610							prepend 0x to AS3910
1299:2611	1299	1299	2611							prepend 1x to AS3910
1299:2612	1299	1299	2612							prepend 2x to AS3910
1299:2613	1299	1299	2613							prepend 3x to AS3910
1299:2619	1299	1299	2619							do not announce to AS3910
1299:2630	1299	1299	2630							prepend 0x to AS6453
1299:2631	1299	1299	2631							prepend 1x to AS6453
1299:2632	1299	1299	2632							prepend 2x to AS6453
1299:2633	1299	1299	2633							prepend 3x to AS6453
1299:2639	1299	1299	2639							do not announce to AS6453
1299:2640	1299	1299	2640							prepend 0x to AS3320
1299:2641	1299	1299	2641							prepend 1x to AS3320
1299:2642	1299	1299	2642							prepend 2x to AS3320
1299:2643	1299	1299	2643							prepend 3x to AS3320
1299:2649	1299	1299	2649							do not announce to AS3320
1299:2690	1299	1299	2690							prepend 0x to AS3257
1299:2691	1299	1299	2691							prepend 1x to AS3257
1299:2692	1299	1299	2692							prepend 2x to AS3257
1299:2693	1299	1299	2693							prepend 3x to AS3257
1299:2699	1299	1299	2699							do not announce to AS3257
1299:2700	1299	1299	2700							prepend 0x to AS6830
1299:2701	1299	1299	2701							prepend 1x to AS6830
1299:2702	1299	1299	2702							prepend 2x to AS6830
1299:2703	1299	1299	2703							prepend 3x to AS6830
1299:2709	1299	1299	2709							do not announce to AS6830
1299:2730	1299	1299	2730							prepend 0x to AS174
1299:2731	1299	1299	2731							prepend 1x to AS174
1299:2732	1299	1299	2732							prepend 2x to AS174
1299:2733	1299	1299	2733							prepend 3x to AS174
1299:2739	1299	1299	2739							do not announce to AS174
1299:2740	1299	1299	2740							prepend 0x to AS6762
1299:2741	1299	1299	2741							prepend 1x to AS6762
1299:2742	1299	1299	2742							prepend 2x to AS6762
1299:2743	1299	1299	2743							prepend 3x to AS6762
1299:2749	1299	1299	2749							do not announce to AS6762
1299:2750	1299	1299	2750							prepend 0x to AS1257
1299:2751	1299	1299	2751							prepend 1x to AS1257
1299:2752	1299	1299	2752							prepend 2x to AS1257
1299:2753	1299	1299	2753							prepend 3x to AS1257
1299:2759	1299	1299	2759							do not announce to AS1257
1299:2860	1299	1299	2860							prepend 0x to AS286
1299:2861	1299	1299	2861							prepend 1x to AS286
1299:2862	1299	1299	2862							prepend 2x to AS286
1299:2863	1299	1299	2863							prepend 3x to AS286
1299:2869	1299	1299	2869							do not announce to AS286
1299:2870	1299	1299	2870							prepend 0x to AS4837
1299:2871	1299	1299	2871							prepend 1x to AS4837
1299:2872	1299	1299	2872							prepend 2x to AS4837
1299:2873	1299	1299	2873							prepend 3x to AS4837
1299:2879	1299	1299	2879							do not announce to AS4837
1299:2880	1299	1299	2880							prepend 0x to AS4134
1299:2881	1299	1299	2881							prepend 1x to AS4134
1299:2882	1299	1299	2882							prepend 2x to AS4134
1299:2883	1299	1299	2883							prepend 3x to AS4134
1299:2889	1299	1299	2889							do not announce to AS4134
1299:5000	1299	1299	5000							prepend 0x in <region>North America
1299:5001	1299	1299	5001							prepend 1x in <region>North America
1299:5002	1299	1299	5002							prepend 2x in <region>North America
1299:5003	1299	1299	5003							prepend 3x in <region>North America
1299:5009	1299	1299	5009							do not announce in <region>North America
1299:5500	1299	1299	5500							prepend 0x to AS1239
1299:5501	1299	1299	5501							prepend 1x to AS1239
1299:5502	1299	1299	5502							prepend 2x to AS1239
1299:5503	1299	1299	5503							prepend 3x to AS1239
1299:5509	1299	1299	5509							do not announce to AS1239
1299:5520	1299	1299	5520							prepend 0x to AS2914
1299:5521	1299	1299	5521							prepend 1x to AS2914
1299:5522	1299	1299	5522							prepend 2x to AS2914
1299:5523	1299	1299	5523							prepend 3x to AS2914
1299:5529	1299	1299	5529							do not announce to AS2914
1299:5530	1299	1299	5530							prepend 0x to AS6461
1299:5531	1299	1299	5531							prepend 1x to AS6461
1299:5532	1299	1299	5532							prepend 2x to AS6461
1299:5533	1299	1299	5533							prepend 3x to AS6461
1299:5539	1299	1299	5539							do not announce to AS6461
1299:5540	1299	1299	5540							prepend 0x to AS5511
1299:5541	1299	1299	5541							prepend 1x to AS5511
1299:5542	1299	1299	5542							prepend 2x to AS5511
1299:5543	1299	1299	5543							prepend 3x to AS5511
1299:5549	1299	1299	5549							do not announce to AS5511
1299:5560	1299	1299	5560							prepend 0x to AS3356
1299:5561	1299	1299	5561							prepend 1x to AS3356
1299:5562	1299	1299	5562							prepend 2x to AS3356
1299:5563	1299	1299	5563							prepend 3x to AS3356
1299:5569	1299	1299	5569							do not announce to AS3356
1299:5570	1299	1299	5570							prepend 0x to AS701
1299:5571	1299	1299	5571							prepend 1x to AS701
1299:5572	1299	1299	5572							prepend 2x to AS701
1299:5573	1299	1299	5573							prepend 3x to AS701
1299:5579	1299	1299	5579							do not announce to AS701
1299:5580	1299	1299	5580							prepend 0x to AS7018
1299:5581	1299	1299	5581							prepend 1x to AS7018
1299:5582	1299	1299	5582							prepend 2x to AS7018
1299:5583	1299	1299	5583							prepend 3x to AS7018
1299:5589	1299	1299	5589							do not announce to AS7018
1299:5590	1299	1299	5590							prepend 0x to AS12956
1299:5591	1299	1299	5591							prepend 1x to AS12956
1299:5592	1299	1299	5592							prepend 2x to AS12956
1299:5593	1299	1299	5593							prepend 3x to AS12956
1299:5599	1299	1299	5599							do not announce to AS12956
1299:5610	1299	1299	5610							prepend 0x to AS209
1299:5611	1299	1299	5611							prepend 1x to AS209
1299:5612	1299	1299	5612							prepend 2x to AS209
1299:5613	1299	1299	5613							prepend 3x to AS209
1299:5619	1299	1299	5619							do not announce to AS209
1299:5630	1299	1299	5630							prepend 0x to AS6453
1299:5631	1299	1299	5631							prepend 1x to AS6453
1299:5632	1299	1299	5632							prepend 2x to AS6453
1299:5633	1299	1299	5633							prepend 3x to AS6453
1299:5639	1299	1299	5639							do not announce to AS6453
1299:5640	1299	1299	5640							prepend 0x to AS3320
1299:5641	1299	1299	5641							prepend 1x to AS3320
1299:5642	1299	1299	5642							prepend 2x to AS3320
1299:5643	1299	1299	5643							prepend 3x to AS3320
1299:5649	1299	1299	5649							do not announce to AS3320
1299:5660	1299	1299	5660							prepend 0x to AS7922
1299:5661	1299	1299	5661							prepend 1x to AS7922
1299:5662	1299	1299	5662							prepend 2x to AS7922
1299:5663	1299	1299	5663							prepend 3x to AS7922
1299:5669	1299	1299	5669							do not announce to AS7922
1299:5690	1299	1299	5690							prepend 0x to AS3257
1299:5691	1299	1299	5691							prepend 1x to AS3257
1299:5692	1299	1299	5692							prepend 2x to AS3257
1299:5693	1299	1299	5693							prepend 3x to AS3257
1299:5699	1299	1299	5699							do not announce to AS3257
1299:5700	1299	1299	5700							prepend 0x to AS6830
1299:5701	1299	1299	5701							prepend 1x to AS6830
1299:5702	1299	1299	5702							prepend 2x to AS6830
1299:5703	1299	1299	5703							prepend 3x to AS6830
1299:5709	1299	1299	5709							do not announce to AS6830
1299:5730	1299	1299	5730							prepend 0x to AS174
1299:5731	1299	1299	5731							prepend 1x to AS174
1299:5732	1299	1299	5732							prepend 2x to AS174
1299:5733	1299	1299	5733							prepend 3x to AS174
1299:5739	1299	1299	5739							do not announce to AS174
1299:5740	1299	1299	5740							prepend 0x to AS6762
1299:5741	1299	1299	5741							prepend 1x to AS6762
1299:5742	1299	1299	5742							prepend 2x to AS6762
1299:5743	1299	1299	5743							prepend 3x to AS6762
1299:5749	1299	1299	5749							do not announce to AS6762
1299:5780	1299	1299	5780							prepend 0x to AS2828
1299:5781	1299	1299	5781							prepend 1x to AS2828
1299:5782	1299	1299	5782							prepend 2x to AS2828
1299:5783	1299	1299	5783							prepend 3x to AS2828
1299:5789	1299	1299	5789							do not announce to AS2828
1299:5860	1299	1299	5860							prepend 0x to AS286
1299:5861	1299	1299	5861							prepend 1x to AS286
1299:5862	1299	1299	5862							prepend 2x to AS286
1299:5863	1299	1299	5863							prepend 3x to AS286
1299:5869	1299	1299	5869							do not announce to AS286
1299:5870	1299	1299	5870							prepend 0x to AS4837
1299:5871	1299	1299	5871							prepend 1x to AS4837
1299:5872	1299	1299	5872							prepend 2x to AS4837
1299:5873	1299	1299	5873							prepend 3x to AS4837
1299:5879	1299	1299	5879							do not announce to AS4837
1299:5880	1299	1299	5880							prepend 0x to AS4134
1299:5881	1299	1299	5881							prepend 1x to AS4134
1299:5882	1299	1299	5882							prepend 2x to AS4134
1299:5883	1299	1299	5883							prepend 3x to AS4134
1299:5889	1299	1299	5889							do not announce to AS4134
1299:7000	1299	1299	7000							prepend 0x in <region>Asia
1299:7001	1299	1299	7001							prepend 1x in <region>Asia
1299:7002	1299	1299	7002							prepend 2x in <region>Asia
1299:7003	1299	1299	7003							prepend 3x in <region>Asia
1299:7009	1299	1299	7009							do not announce in <region>Asia
1299:7540	1299	1299	7540							prepend 0x to AS5511
1299:7541	1299	1299	7541							prepend 1x to AS5511
1299:7542	1299	1299	7542							prepend 2x to AS5511
1299:7543	1299	1299	7543							prepend 3x to AS5511
1299:7549	1299	1299	7549							do not announce to AS5511
1299:7560	1299	1299	7560							prepend 0x to AS3356
1299:7561	1299	1299	7561							prepend 1x to AS3356
1299:7562	1299	1299	7562							prepend 2x to AS3356
1299:7563	1299	1299	7563							prepend 3x to AS3356
1299:7569	1299	1299	7569							do not announce to AS3356
1299:7580	1299	1299	7580							prepend 0x to AS2687
1299:7581	1299	1299	7581							prepend 1x to AS2687
1299:7582	1299	1299	7582							prepend 2x to AS2687
1299:7583	1299	1299	7583							prepend 3x to AS2687
1299:7589	1299	1299	7589							do not announce to AS2687
1299:7610	1299	1299	7610							prepend 0x to AS209
1299:7611	1299	1299	7611							prepend 1x to AS209
1299:7612	1299	1299	7612							prepend 2x to AS209
1299:7613	1299	1299	7613							prepend 3x to AS209
1299:7619	1299	1299	7619							do not announce to AS209
1299:7690	1299	1299	7690							prepend 0x to AS3257
1299:7691	1299	1299	7691							prepend 1x to AS3257
1299:7692	1299	1299	7692							prepend 2x to AS3257
1299:7693	1299	1299	7693							prepend 3x to AS3257
1299:7699	1299	1299	7699							do not announce to AS3257
1299:7740	1299	1299	7740							prepend 0x to AS6762
1299:7741	1299	1299	7741							prepend 1x to AS6762
